LON,LAT,FAC_NAME1,GRADE,addresses,ZIP2,CITY_NAME,ACPTBL_POC_SW,SSA_CNTY_CD,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,INTRMDRY_CARR_CD,MDCD_VNDR_NUM,ORGNL_PRTCPTN_DT,PRVDR_NUM,RGN_CD,SKLTN_REC_SW,STATE_CD,SSA_STATE_CD,STATE_RGN_CD,ST_ADR,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_STATE_CD,FIPS_CNTY_CD,CBSA_URBN_RRL_IND,CBSA_CD,Geography,Civilian noninstitutionalized population,Insured Estimate,Insured %,Privately Insured Estimate,Privately Insured Percent,Public or subsidized Coveraged,"
Public coverage 
 Percent",No health insurance coverage Estimate,No health insurance coverage Percent,Summary Level,County,Place,Geography.1,Total Civilian Noninstitutionalized Population,Avg orMedian age in years,Total Households Estimate,Prop Family households,Prop Nonfamily households,Average household size,Average family size,Gps living with gcs under 18 years,Prop  Gps caring for gc over 18,Number of Veterans,Veterans as Prop of population,Unemployed veterans Prop of labour force,Hispani or Latino,Hispanicor Latino Prop,White,White Prop,Black Estimate,Black Prop,Native American/Alaskan,Native American or Alaskan Prop,Asian,Asian Prop,Native Hawaiian/Pacific Islander,Native Hawaiian or Pacific Islander Prop,"Other Race Only, Not Hispanic or Latino","Other Race Only, Not Hispanic/Latino Prop","Two or more races alone, Not Hispanic or Latino Estimate","Two or more races alone, Not Hispanic or Latino Prop",Prop Native Born,Prop Foreign born,Prop of Foreign Born who are Naturalized U.S. citizen,Pop 5 years +,Pop 5 years + foreign language at home,Pop 5 years + with poor English
-122.2484432,38.12767,KAISER FOUNDATION HOSPITAL - VALLEJO,a,"975 SERENO DRIVE
                VALLEJO, CA 94589-2441",945892441,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-121.974401,37.5524244,KAISER FOUNDATION HOSPITAL - FREMONT,a,"39400 PASEO PADRE PARKWAY
                FREMONT, CA 94538-2310",945382310,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-122.1651409,37.7063601,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,a,"2500 MERCED STREET
                SAN LEANDRO, CA 94577-4201",945774201,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,a,"700 LAWRENCE EXPRESSWAY
                SANTA CLARA, CA 95051-5173",950515173,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-122.2582442,37.8235195,KAISER FOUNDATION HOSPITAL - OAKLAND,b,"3600 BROADWAY
                OAKLAND, CA 94611-5730",946115730,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-122.3605023,37.93712,KAISER FOUNDATION HOSPITAL - RICHMOND,c,"901 NEVIN AVENUE
                RICHMOND, CA 94801-3143",948013143,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-122.2251548,37.4891185,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,a,"1100 VETERANS BOULEVARD
                REDWOOD CITY, CA 94063-2037",940632037,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-122.7270141,38.47212,KAISER FOUNDATION HOSPITAL - SANTA ROSA,a,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",954032149,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-122.4432896,37.7823277,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,a,"2425 GEARY BOULEVARD
                SAN FRANCISCO, CA 94115-3358",941153358,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-122.5552607,38.0045709,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,a,"99 MONTECILLO ROAD
                SAN RAFAEL, CA 94903-3308",949033308,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-122.4393133,37.6591974,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,a,"1200 EL CAMINO REAL
                SOUTH SAN FRANCISCO, CA 94080-3208",940803208,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3
-117.7743829,33.6578508,"KAISER FOUNDATION HOSPITAL, ORANGE COUNTY-IRVINE",a,"6650 ALTON PARKWAY
                IRVINE, CA 92618",92618,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-117.8446219,33.852103,"KAISER FOUNDATION HOSPITAL, ORANGE COUNTY - ANAHEIM",a,"3430 E. LAPALMA AVE
                ANAHEIM, CA 92806",92806,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-117.9864524,34.0655016,KAISER FOUNDATION HOSPITAL - BALDWIN PARK MEDICAL CENTER,a,"1011 BALDWIN PARK BOULEVARD
                BALDWIN PARK, CA 91706-5806",917065806,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-119.7804757,36.8423418,KAISER FOUNDATION HOSPITAL - FRESNO,a,"7300 N. FRESNO AVE.
                FRESNO, CA 93720-2941",937202941,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.2506572,38.7474074,KAISER FOUNDATION HOSPITAL - ROSEVILLE,a,"1600 EUREKA ROAD
                ROSEVILLE, CA 95661-3027",956613027,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.3919202,38.6018632,KAISER FOUNDATION HOSPITAL - SACRAMENTO,a,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",958252115,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.0524993,37.7065812,KAISER FOUNDATION HOSPITAL - MODESTO,b,"4601 DALE ROAD
                MODESTO, CA 95356-9718",953569718,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.4216412,38.4699104,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,a,"6600 BRUCEVILLE ROAD
                SACRAMENTO, CA 95823-4671",958234671,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.246197,37.79803,KAISER FOUNDATION HOSPITAL - MANTECA,b,"1777 W. YOSEMITE AVENUE
                MANTECA, CA 95337-5130",953375130,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,a,"1 QUALITY DRIVE
                VACAVILLE, CA 95688-9494",956889494,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.7749286,37.9508418,KAISER FOUNDATION HOSPITAL - ANTIOCH,a,"4501 SAND CREEK ROAD
                ANTIOCH, CA 94531-8687",945318687,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.0588864,37.8915785,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,a,"1425 S. MAIN STREET
                WALNUT CREEK, CA 94596-5318",945965318,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.8002485,37.2397615,KAISER FOUNDATION HOSPITAL - SAN JOSE,b,"250 HOSPITAL PARKWAY
                SAN JOSE, CA 95119-1103",951191103,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.2484432,38.12767,KAISER FOUNDATION HOSPITAL - VALLEJO,a,"975 SERENO DRIVE
                VALLEJO, CA 94589-2441",945892441,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.974401,37.5524244,KAISER FOUNDATION HOSPITAL - FREMONT,a,"39400 PASEO PADRE PARKWAY
                FREMONT, CA 94538-2310",945382310,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.1651409,37.7063601,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,a,"2500 MERCED STREET
                SAN LEANDRO, CA 94577-4201",945774201,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,a,"700 LAWRENCE EXPRESSWAY
                SANTA CLARA, CA 95051-5173",950515173,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.2582442,37.8235195,KAISER FOUNDATION HOSPITAL - OAKLAND,b,"3600 BROADWAY
                OAKLAND, CA 94611-5730",946115730,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.3605023,37.93712,KAISER FOUNDATION HOSPITAL - RICHMOND,c,"901 NEVIN AVENUE
                RICHMOND, CA 94801-3143",948013143,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.2251548,37.4891185,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,a,"1100 VETERANS BOULEVARD
                REDWOOD CITY, CA 94063-2037",940632037,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.7270141,38.47212,KAISER FOUNDATION HOSPITAL - SANTA ROSA,a,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",954032149,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.4432896,37.7823277,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,a,"2425 GEARY BOULEVARD
                SAN FRANCISCO, CA 94115-3358",941153358,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.5552607,38.0045709,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,a,"99 MONTECILLO ROAD
                SAN RAFAEL, CA 94903-3308",949033308,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
-122.4393133,37.6591974,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,a,"1200 EL CAMINO REAL
                SOUTH SAN FRANCISCO, CA 94080-3208",940803208,SANTA CLARA,N,530,20031114,Y,KAISER FOUNDATION HOSPITAL,,,19920901,05D0686869,9,N,CA,5,M2,900 KIELY BOULEVARD,1,20071028,3,95051,6,85,U,41940,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9
