PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,ACPTBL_POC_SW,CMPLNC_STUS_CD,SSA_CNTY_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,INTRMDRY_CARR_CD,MDCD_VNDR_NUM,ORGNL_PRTCPTN_DT,CHOW_PRIOR_DT,INTRMDRY_CARR_PRIOR_CD,PRVDR_NUM,RGN_CD,SKLTN_REC_SW,STATE_CD,SSA_STATE_CD,STATE_RGN_CD,ST_ADR,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_STATE_CD,FIPS_CNTY_CD,CBSA_URBN_RRL_IND,CBSA_CD,AFFILIATED_PROVIDER_NUMBER_1,AFFILIATED_PROVIDER_NUMBER_2,AFFILIATED_PROVIDER_NUMBER_3,AFFILIATED_PROVIDER_NUMBER_4,AFFILIATED_PROVIDER_NUMBER_5,AFFILIATED_PROVIDER_NUMBER_6,Geography,Civilian noninstitutionalized population,Insured Estimate,Insured %,Privately Insured Estimate,Privately Insured Percent,Public or subsidized Coveraged,"
Public coverage 
 Percent",No health insurance coverage Estimate,No health insurance coverage Percent,Summary Level,County,Place,Geography.1,Total Civilian Noninstitutionalized Population,Avg orMedian age in years,Total Households Estimate,Prop Family households,Prop Nonfamily households,Average household size,Average family size,Gps living with gcs under 18 years,Prop  Gps caring for gc over 18,Number of Veterans,Veterans as Prop of population,Unemployed veterans Prop of labour force,Hispani or Latino,Hispanicor Latino Prop,White,White Prop,Black Estimate,Black Prop,Native American/Alaskan,Native American or Alaskan Prop,Asian,Asian Prop,Native Hawaiian/Pacific Islander,Native Hawaiian or Pacific Islander Prop,"Other Race Only, Not Hispanic or Latino","Other Race Only, Not Hispanic/Latino Prop","Two or more races alone, Not Hispanic or Latino Estimate","Two or more races alone, Not Hispanic or Latino Prop",Prop Native Born,Prop Foreign born,Prop of Foreign Born who are Naturalized U.S. citizen,Pop 5 years +,Pop 5 years + foreign language at home,Pop 5 years + with poor English,Unnamed: 0,lons,lats,names,grade,addresses,ZIP2
1,22,SANTA CRUZ,N,NULL,540,05D0606603,19940103,N,DOMINICAN SANTA CRUZ HOSPITAL/CARDIO-,NULL,NULL,19940103,NULL,NULL,05D0880952,9,Y,CA,5,LAB,1555 SOQUEL DR,1,20040414,NULL,1,95065,6,87,U,42100,NULL,NULL,NULL,NULL,NULL,NULL,SANTA CRUZ COUNTY,274486,259271,94.5,193353,70.4,95149,34.7,15215,5.5,50,87,NULL,SANTA CRUZ COUNTY,274486,37.8,95940,64.1,35.9,2.74,3.3,N,N,9677,4.3,3.2,93586,33.9,157205,57,2324,0.8,423,0.2,12970,4.7,85,0,587,0.2,8717,3.2,80.5,19.5,38.8,262289,32,12.1,228,-121.9836669,36.9901663,DOMINICAN HOSPITAL,c,"1555 SOQUEL DRIVE
                SANTA CRUZ, CA 95065-1794",950651794
1,22,SANTA CRUZ,N,NULL,540,05D0606603,19940103,N,DOMINICAN SANTA CRUZ HOSPITAL/CARDIO-,NULL,NULL,19940103,NULL,NULL,05D0880952,9,Y,CA,5,LAB,1555 SOQUEL DR,1,20040414,NULL,1,95065,6,87,U,42100,NULL,NULL,NULL,NULL,NULL,NULL,SANTA CRUZ CITY,64599,61260,94.8,50622,78.4,16481,25.5,3339,5.2,160,87,69112,SANTA CRUZ COUNTY,274486,37.8,95940,64.1,35.9,2.74,3.3,N,N,9677,4.3,3.2,93586,33.9,157205,57,2324,0.8,423,0.2,12970,4.7,85,0,587,0.2,8717,3.2,80.5,19.5,38.8,262289,32,12.1,228,-121.9836669,36.9901663,DOMINICAN HOSPITAL,c,"1555 SOQUEL DRIVE
                SANTA CRUZ, CA 95065-1794",950651794
1,22,SANTA CRUZ,N,NULL,540,05D0606603,19940103,N,DOMINICAN SANTA CRUZ HOSPITAL/CARDIO-,NULL,NULL,19940103,NULL,NULL,05D0880952,9,Y,CA,5,LAB,1555 SOQUEL DR,1,20040414,NULL,1,95065,6,87,U,42100,NULL,NULL,NULL,NULL,NULL,NULL,SANTA CRUZ COUNTY,274486,259271,94.5,193353,70.4,95149,34.7,15215,5.5,50,87,NULL,SANTA CRUZ CITY,64599,30.9,23585,47.1,52.9,2.32,2.78,N,N,2124,3.7,0,13399,20.6,40928,62.9,831,1.3,86,0.1,6957,10.7,38,0.1,310,0.5,2479,3.8,80.6,19.4,41.9,63592,28,7.5,228,-121.9836669,36.9901663,DOMINICAN HOSPITAL,c,"1555 SOQUEL DRIVE
                SANTA CRUZ, CA 95065-1794",950651794
1,22,SANTA CRUZ,N,NULL,540,05D0606603,19940103,N,DOMINICAN SANTA CRUZ HOSPITAL/CARDIO-,NULL,NULL,19940103,NULL,NULL,05D0880952,9,Y,CA,5,LAB,1555 SOQUEL DR,1,20040414,NULL,1,95065,6,87,U,42100,NULL,NULL,NULL,NULL,NULL,NULL,SANTA CRUZ CITY,64599,61260,94.8,50622,78.4,16481,25.5,3339,5.2,160,87,69112,SANTA CRUZ CITY,64599,30.9,23585,47.1,52.9,2.32,2.78,N,N,2124,3.7,0,13399,20.6,40928,62.9,831,1.3,86,0.1,6957,10.7,38,0.1,310,0.5,2479,3.8,80.6,19.4,41.9,63592,28,7.5,228,-121.9836669,36.9901663,DOMINICAN HOSPITAL,c,"1555 SOQUEL DRIVE
                SANTA CRUZ, CA 95065-1794",950651794
1,22,SONOMA,N,NULL,590,NULL,19930825,N,SONOMA VALLEY HOSPITAL DISTRICT,NULL,NULL,19930825,NULL,NULL,05D0875504,9,Y,CA,5,LAB,347 ANDRIEUX ST,8,20131024,NULL,9,95476,6,97,U,42220,NULL,NULL,NULL,NULL,NULL,NULL,SONOMA COUNTY,500585,473956,94.7,359260,71.8,188638,37.7,26629,5.3,50,97,NULL,SONOMA COUNTY,500585,41.8,188829,63,37,2.63,3.24,8853,19.1,26819,6.6,1.6,136100,27,313301,62.1,8133,1.6,3324,0.7,20079,4,1755,0.3,5560,1.1,15965,3.2,83.3,16.7,43.1,478876,26.5,10.7,218,-122.4651441,38.2881092,SONOMA VALLEY HOSPITAL,c,"347 ANDRIEUX STREET
                SONOMA, CA 95476-6811",954766811
1,22,VENTURA,N,NULL,660,NULL,19930630,N,VENTURA COUNTY MED CTR RES CARE SVCS,NULL,NULL,19930630,NULL,NULL,05D0872517,9,Y,CA,5,M1,300 HILLMONT AVENUE,0,20190118,NULL,6,93003,6,111,U,37100,05D0584055,05D0701603,05D0704671,05D0856493,NULL,NULL,VENTURA COUNTY,847390,775810,91.6,575562,67.9,283816,33.5,71580,8.4,50,111,NULL,VENTURA COUNTY,847390,38.2,272085,71.8,28.2,3.09,3.63,26517,17.9,40735,6.2,3.5,366266,42.9,385085,45.1,14356,1.7,2094,0.2,61477,7.2,837,0.1,1141,0.1,22967,2.7,78.4,21.6,52.5,802828,38.6,14.4,151,-119.2529832,34.2771994,VENTURA COUNTY MEDICAL CENTER,c,"300 HILLMONT AVENUE
                VENTURA, CA 93003-3099",930033099
1,22,VENTURA,N,NULL,660,NULL,19930630,N,VENTURA COUNTY MED CTR RES CARE SVCS,NULL,NULL,19930630,NULL,NULL,05D0872517,9,Y,CA,5,M1,300 HILLMONT AVENUE,0,20190118,NULL,6,93003,6,111,U,37100,05D0584055,05D0701603,05D0704671,05D0856493,NULL,NULL,SAN BUENAVENTURA (VENTURA) CITY,109510,101487,92.7,71849,65.6,42058,38.4,8023,7.3,160,111,65042,VENTURA COUNTY,847390,38.2,272085,71.8,28.2,3.09,3.63,26517,17.9,40735,6.2,3.5,366266,42.9,385085,45.1,14356,1.7,2094,0.2,61477,7.2,837,0.1,1141,0.1,22967,2.7,78.4,21.6,52.5,802828,38.6,14.4,151,-119.2529832,34.2771994,VENTURA COUNTY MEDICAL CENTER,c,"300 HILLMONT AVENUE
                VENTURA, CA 93003-3099",930033099
1,22,VENTURA,N,NULL,660,NULL,19930630,N,VENTURA COUNTY MED CTR RES CARE SVCS,NULL,NULL,19930630,NULL,NULL,05D0872517,9,Y,CA,5,M1,300 HILLMONT AVENUE,0,20190118,NULL,6,93003,6,111,U,37100,05D0584055,05D0701603,05D0704671,05D0856493,NULL,NULL,VENTURA COUNTY,847390,775810,91.6,575562,67.9,283816,33.5,71580,8.4,50,111,NULL,SAN BUENAVENTURA (VENTURA) CITY,109510,38.7,41338,60.7,39.3,2.64,3.36,N,N,6908,8,9.2,40492,36.6,61774,55.8,2624,2.4,222,0.2,2882,2.6,0,0,74,0.1,2716,2.5,85.1,14.9,57.9,104058,27.9,7.9,151,-119.2529832,34.2771994,VENTURA COUNTY MEDICAL CENTER,c,"300 HILLMONT AVENUE
                VENTURA, CA 93003-3099",930033099
1,22,VENTURA,N,NULL,660,NULL,19930630,N,VENTURA COUNTY MED CTR RES CARE SVCS,NULL,NULL,19930630,NULL,NULL,05D0872517,9,Y,CA,5,M1,300 HILLMONT AVENUE,0,20190118,NULL,6,93003,6,111,U,37100,05D0584055,05D0701603,05D0704671,05D0856493,NULL,NULL,SAN BUENAVENTURA (VENTURA) CITY,109510,101487,92.7,71849,65.6,42058,38.4,8023,7.3,160,111,65042,SAN BUENAVENTURA (VENTURA) CITY,109510,38.7,41338,60.7,39.3,2.64,3.36,N,N,6908,8,9.2,40492,36.6,61774,55.8,2624,2.4,222,0.2,2882,2.6,0,0,74,0.1,2716,2.5,85.1,14.9,57.9,104058,27.9,7.9,151,-119.2529832,34.2771994,VENTURA COUNTY MEDICAL CENTER,c,"300 HILLMONT AVENUE
                VENTURA, CA 93003-3099",930033099
1,22,GREENBRAE,N,NULL,310,05D0604317,19930609,N,MARIN GENERAL HOSPITAL CATH LAB,NULL,NULL,19930609,NULL,NULL,05D0872163,9,Y,CA,5,LAB,250 BON AIR ROAD,1,19950505,NULL,2,94904,6,41,U,42034,05D0666891,05D0604317,05D0706572,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246,-122.5358908,37.9474108,MARIN GENERAL HOSPITAL,c,"250 BON AIR ROAD
                GREENBRAE, CA 94904-1784",949041784
1,22,GREENBRAE,N,NULL,310,05D0604317,19930609,N,MARIN GENERAL HOSPITAL SURGERY LAB,NULL,NULL,19930609,NULL,NULL,05D0872165,9,Y,CA,5,LAB,250 BON AIR ROAD,1,19950505,NULL,2,94904,6,41,U,42034,05D0666891,05D0604317,05D0706572,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246,-122.5358908,37.9474108,MARIN GENERAL HOSPITAL,c,"250 BON AIR ROAD
                GREENBRAE, CA 94904-1784",949041784
1,22,WATSONVILLE,N,NULL,540,NULL,19930805,N,PRIME HEALTH AT HOME,NULL,NULL,19930805,NULL,NULL,05D0874321,9,Y,CA,5,M2,75 NIELSON STREET,1,20050721,NULL,2,95076,6,87,U,42100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214,-121.7930016,36.9271746,WATSONVILLE COMMUNITY HOSPITAL,c,"75 NIELSON STREET
                WATSONVILLE, CA 95076-2468",950762468
1,22,GILROY,N,NULL,530,NULL,19930806,N,SAINT LOUISE REGIONAL HOSPITAL CARDIOPOLMONARY,NULL,NULL,19930806,NULL,NULL,05D0874403,9,Y,CA,5,M2,9400 NO NAME UNO,8,20180220,NULL,2,95020,6,85,U,41940,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,193,-121.5713901,37.0365453,ST. LOUISE REGIONAL HOSPITAL,c,"9400 NO NAME UNO
                GILROY, CA 95020-3528",950203528
1,22,RANCHO MIRAGE,N,NULL,430,NULL,19930902,N,NUCLEAR MEDICINE DEPARTMENT EMH,NULL,NULL,19930902,NULL,NULL,05D0875797,9,Y,CA,5,LAB,39000 BOB HOPE DRIVE,12,19940811,NULL,2,92270,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,-116.40063,33.7629019,EISENHOWER MEDICAL CENTER,a,"39000 BOB HOPE DRIVE
                RANCHO MIRAGE, CA 92270-3221",922703221
1,22,LA MESA,N,NULL,470,NULL,19930917,N,GROSSMONT HOSPITAL,NULL,NULL,19930917,NULL,NULL,05D0876557,9,Y,CA,5,M1,5555 GROSSMONT CENTER DRIVE,0,20190916,NULL,2,91942,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,-117.0064571,32.7806823,SHARP GROSSMONT HOSPITAL,b,"5555 GROSSMONT CENTER DRIVE
                LA MESA, CA 91942-3019",919423019
1,22,WALNUT CREEK,N,NULL,60,NULL,19940401,N,BLOOD BANK OF THE ALA CC MED ASSOC,NULL,NULL,19940401,NULL,NULL,05D0884503,9,Y,CA,5,LAB,1601 YGNACIO VALLEY ROAD,1,19970131,NULL,2,94598,6,13,U,36084,05D0602843,05D0857365,05D0602838,NULL,NULL,NULL,WALNUT CREEK CITY,69053,67905,98.3,57552,83.3,22787,33,1148,1.7,160,13,83346,WALNUT CREEK CITY,69053,48.2,31648,55.4,44.6,2.18,2.92,N,N,3782,6.7,0,7324,10.5,43824,62.8,907,1.3,193,0.3,13339,19.1,161,0.2,217,0.3,3827,5.5,77,23,66.1,66284,26.2,10.2,196,-122.0408542,37.9130871,JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS,b,"1601 YGNACIO VALLEY ROAD
                WALNUT CREEK, CA 94598-3194",945983194
1,22,WALNUT CREEK,N,NULL,60,NULL,19941128,N,SIERRA SURGICENTER,NULL,NULL,19941128,NULL,NULL,05D0894920,9,Y,CA,5,M1,1601 YGNACIO VALLEY ROAD,8,20081127,NULL,4,94598,6,13,U,36084,NULL,NULL,NULL,NULL,NULL,NULL,WALNUT CREEK CITY,69053,67905,98.3,57552,83.3,22787,33,1148,1.7,160,13,83346,WALNUT CREEK CITY,69053,48.2,31648,55.4,44.6,2.18,2.92,N,N,3782,6.7,0,7324,10.5,43824,62.8,907,1.3,193,0.3,13339,19.1,161,0.2,217,0.3,3827,5.5,77,23,66.1,66284,26.2,10.2,196,-122.0408542,37.9130871,JOHN MUIR MEDICAL CENTER WALNUT CREEK CAMPUS,b,"1601 YGNACIO VALLEY ROAD
                WALNUT CREEK, CA 94598-3194",945983194
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,LOS ANGELES COUNTY,10096702,9191163,91,5925851,58.7,3942307,39,905539,9,50,37,NULL,LOS ANGELES COUNTY,10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES COUNTY,10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES COUNTY,10096702,36.6,3311231,66.4,33.6,3.02,3.71,319944,19.3,264635,3.3,6.5,4939605,48.6,2644767,26,794235,7.8,23470,0.2,1482797,14.6,24573,0.2,29496,0.3,224564,2.2,65.7,34.3,52.4,9545528,56.9,23.5,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,DOWNEY,N,NULL,200,NULL,19940518,N,DOWNEY COMMUNITY HOSPITAL NURSING DEPT,NULL,NULL,19940518,NULL,NULL,05D0886418,9,Y,CA,5,LAB,11500 BROOKSHIRE,0,20200517,NULL,3,90241,6,37,U,31084,NULL,NULL,NULL,NULL,NULL,NULL,DOWNEY CITY,112636,102207,90.7,69026,61.3,39794,35.3,10429,9.3,160,37,19766,DOWNEY CITY,112636,34.7,33578,78.2,21.8,3.35,3.79,4436,17.9,2226,2.6,0,87522,77.4,13696,12.1,3053,2.7,99,0.1,6702,5.9,488,0.4,240,0.2,1289,1.1,67.9,32.1,66.3,105297,71,18.1,84,-118.130298,33.935296,PIH HEALTH HOSPITAL - DOWNEY,c,"11500 BROOKSHIRE AVENUE
                DOWNEY, CA 90241",90241
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,LOS ANGELES COUNTY,10096702,9191163,91,5925851,58.7,3942307,39,905539,9,50,37,NULL,EAST LOS ANGELES CDP,125389,31.8,31910,79.8,20.2,3.93,4.47,N,N,1182,1.3,16.7,121254,96.6,1593,1.3,59,0,793,0.6,1809,1.4,24,0,0,0,10,0,59.8,40.2,40.5,116631,90,40.8,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,EAST LOS ANGELES CDP,125389,31.8,31910,79.8,20.2,3.93,4.47,N,N,1182,1.3,16.7,121254,96.6,1593,1.3,59,0,793,0.6,1809,1.4,24,0,0,0,10,0,59.8,40.2,40.5,116631,90,40.8,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,EAST LOS ANGELES CDP,125389,31.8,31910,79.8,20.2,3.93,4.47,N,N,1182,1.3,16.7,121254,96.6,1593,1.3,59,0,793,0.6,1809,1.4,24,0,0,0,10,0,59.8,40.2,40.5,116631,90,40.8,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,LOS ANGELES COUNTY,10096702,9191163,91,5925851,58.7,3942307,39,905539,9,50,37,NULL,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,LOS ANGELES,N,NULL,200,NULL,19940617,N,KAISER FOUNDATION HOSPITAL WEST LOS ANGELES,NULL,NULL,19940617,NULL,NULL,05D0887815,9,Y,CA,5,M1,6041 CADILLAC AVENUE,0,20200616,NULL,4,90034,6,37,U,31084,05D0665518,NULL,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5,109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702
1,22,MARYSVILLE,N,NULL,680,NULL,19931203,N,RIDEOUT MEMORIAL HOSP ANCILLARY,NULL,NULL,19931203,NULL,NULL,05D0879984,9,Y,CA,5,M2,726 4TH ST,0,20191202,NULL,2,95901,6,115,U,49700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158,-121.5940156,39.1381926,RIDEOUT MEMORIAL HOSPITAL,d,"726 4TH STREET
                MARYSVILLE, CA 95901-5600",959015600
1,22,RANCHO MIRAGE,Y,A,430,NULL,20040507,Y,"CANCER AND BLOOD INSTITUTE MED GROUP,",NULL,NULL,19931210,NULL,NULL,05D0880317,9,N,CA,5,M1,39000 BOB HOPE DRIVE,5,20060315,2,4,92270,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,-116.40063,33.7629019,EISENHOWER MEDICAL CENTER,a,"39000 BOB HOPE DRIVE
                RANCHO MIRAGE, CA 92270-3221",922703221
1,22,GILROY,N,NULL,530,NULL,19940215,N,SOUTH VALLEY HOSPITAL NURSING SERVICES,NULL,NULL,19940215,NULL,NULL,05D0882609,9,Y,CA,5,LAB,9400 NO NAME UNO,8,20020214,NULL,2,95020,6,85,U,41940,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,193,-121.5713901,37.0365453,ST. LOUISE REGIONAL HOSPITAL,c,"9400 NO NAME UNO
                GILROY, CA 95020-3528",950203528
